Id,Date,Delta T [min],Sensor,Calibration,User,Oxygen,Oxygen Unit,Temperature,Temperature Unit,Pressure,Pressure Unit,Mode,Salinity [pmil],User Signal Intensity,Error,Phase [¡],Amplitude [µV],Reference Amplitude [µV],Signal LED Current,Reference LED Current,Battery [V]
2054586,1-8-18 17:35:14,0.000,OXY3 (PSt7-10),27-6-18 9:55:59,default,186.746,_mol/L,27.166,¡C,1025.000,hPa,Humid,36,1,0,21.600,118187,282834.40,60.72,36.00,#N/A
2054589,1-8-18 17:35:15,0.011,OXY3 (PSt7-10),27-6-18 9:55:59,default,186.711,_mol/L,27.172,¡C,1025.000,hPa,Humid,36,1,0,21.600,118141,282733.23,60.72,36.00,#N/A
2054599,1-8-18 17:35:16,0.028,OXY3 (PSt7-10),27-6-18 9:55:59,default,186.744,_mol/L,27.172,¡C,1025.000,hPa,Humid,36,1,0,21.598,118119,282702.85,60.72,36.00,#N/A
2054604,1-8-18 17:35:17,0.045,OXY3 (PSt7-10),27-6-18 9:55:59,default,186.711,_mol/L,27.172,¡C,1025.000,hPa,Humid,36,1,0,21.600,118100,282674.69,60.72,36.00,#N/A
2054613,1-8-18 17:35:18,0.061,OXY3 (PSt7-10),27-6-18 9:55:59,default,186.729,_mol/L,27.166,¡C,1025.000,hPa,Humid,36,1,0,21.601,118081,282635.03,60.72,36.00,#N/A
2054619,1-8-18 17:35:19,0.078,OXY3 (PSt7-10),27-6-18 9:55:59,default,186.746,_mol/L,27.166,¡C,1025.000,hPa,Humid,36,1,0,21.600,118071,282611.05,60.72,36.00,#N/A
2054627,1-8-18 17:35:20,0.094,OXY3 (PSt7-10),27-6-18 9:55:59,default,186.778,_mol/L,27.166,¡C,1025.000,hPa,Humid,36,1,0,21.598,118068,282599.21,60.72,36.00,#N/A
2054638,1-8-18 17:35:21,0.111,OXY3 (PSt7-10),27-6-18 9:55:59,default,186.646,_mol/L,27.172,¡C,1025.000,hPa,Humid,36,1,0,21.604,118053,282588.24,60.72,36.00,#N/A
2054648,1-8-18 17:35:22,0.128,OXY3 (PSt7-10),27-6-18 9:55:59,default,186.829,_mol/L,27.160,¡C,1025.000,hPa,Humid,36,1,0,21.597,118051,282566.93,60.72,36.00,#N/A
2054655,1-8-18 17:35:23,0.144,OXY3 (PSt7-10),27-6-18 9:55:59,default,186.746,_mol/L,27.166,¡C,1025.000,hPa,Humid,36,1,0,21.600,118052,282561.35,60.72,36.00,#N/A
2054664,1-8-18 17:35:24,0.161,OXY3 (PSt7-10),27-6-18 9:55:59,default,186.746,_mol/L,27.166,¡C,1025.000,hPa,Humid,36,1,0,21.600,118043,282552.82,60.72,36.00,#N/A
2054673,1-8-18 17:35:25,0.178,OXY3 (PSt7-10),27-6-18 9:55:59,default,186.778,_mol/L,27.166,¡C,1025.000,hPa,Humid,36,1,0,21.598,118030,282545.69,60.72,36.00,#N/A
