Id,Date,Delta T [min],Sensor,Calibration,User,Oxygen,Oxygen Unit,Temperature,Temperature Unit,Pressure,Pressure Unit,Mode,Salinity [pmil],User Signal Intensity,Error,Phase [¡],Amplitude [µV],Reference Amplitude [µV],Signal LED Current,Reference LED Current,Battery [V]
2087193,1-8-18 19:09:40,0.000,OXY8 (PSt7-10),27-6-18 9:57:01,default,242.398,_mol/L,27.335,¡C,1025.000,hPa,Humid,0,1,0,21.058,111965,272357.19,57.56,49.20,#N/A
2087207,1-8-18 19:09:42,0.019,OXY8 (PSt7-10),27-6-18 9:57:01,default,242.441,_mol/L,27.335,¡C,1025.000,hPa,Humid,0,1,0,21.056,111942,272298.89,57.56,49.20,#N/A
2087209,1-8-18 19:09:43,0.035,OXY8 (PSt7-10),27-6-18 9:57:01,default,242.441,_mol/L,27.335,¡C,1025.000,hPa,Humid,0,1,0,21.056,111911,272259.96,57.56,49.20,#N/A
2087218,1-8-18 19:09:44,0.051,OXY8 (PSt7-10),27-6-18 9:57:01,default,242.444,_mol/L,27.341,¡C,1025.000,hPa,Humid,0,1,0,21.054,111897,272238.45,57.56,49.20,#N/A
2087232,1-8-18 19:09:45,0.069,OXY8 (PSt7-10),27-6-18 9:57:01,default,242.420,_mol/L,27.335,¡C,1025.000,hPa,Humid,0,1,0,21.057,111893,272230.15,57.56,49.20,#N/A
2087235,1-8-18 19:09:46,0.085,OXY8 (PSt7-10),27-6-18 9:57:01,default,242.568,_mol/L,27.329,¡C,1025.000,hPa,Humid,0,1,0,21.052,111885,272187.85,57.56,49.20,#N/A
2087246,1-8-18 19:09:47,0.101,OXY8 (PSt7-10),27-6-18 9:57:01,default,242.482,_mol/L,27.329,¡C,1025.000,hPa,Humid,0,1,0,21.056,111880,272189.27,57.56,49.20,#N/A
2087255,1-8-18 19:09:48,0.118,OXY8 (PSt7-10),27-6-18 9:57:01,default,242.460,_mol/L,27.329,¡C,1025.000,hPa,Humid,0,1,0,21.057,111873,272178.88,57.56,49.20,#N/A
2087267,1-8-18 19:09:49,0.135,OXY8 (PSt7-10),27-6-18 9:57:01,default,242.504,_mol/L,27.329,¡C,1025.000,hPa,Humid,0,1,0,21.055,111864,272167.42,57.56,49.20,#N/A
2087271,1-8-18 19:09:50,0.151,OXY8 (PSt7-10),27-6-18 9:57:01,default,242.398,_mol/L,27.335,¡C,1025.000,hPa,Humid,0,1,0,21.058,111867,272152.20,57.56,49.20,#N/A
2087283,1-8-18 19:09:51,0.168,OXY8 (PSt7-10),27-6-18 9:57:01,default,242.482,_mol/L,27.329,¡C,1025.000,hPa,Humid,0,1,0,21.056,111861,272144.82,57.56,49.20,#N/A
2087291,1-8-18 19:09:52,0.185,OXY8 (PSt7-10),27-6-18 9:57:01,default,242.441,_mol/L,27.335,¡C,1025.000,hPa,Humid,0,1,0,21.056,111858,272141.35,57.56,49.20,#N/A
2087303,1-8-18 19:09:53,0.201,OXY8 (PSt7-10),27-6-18 9:57:01,default,242.439,_mol/L,27.329,¡C,1025.000,hPa,Humid,0,1,0,21.058,111861,272133.71,57.56,49.20,#N/A
2087307,1-8-18 19:09:54,0.218,OXY8 (PSt7-10),27-6-18 9:57:01,default,242.420,_mol/L,27.335,¡C,1025.000,hPa,Humid,0,1,0,21.057,111855,272123.18,57.56,49.20,#N/A
2087321,1-8-18 19:09:55,0.235,OXY8 (PSt7-10),27-6-18 9:57:01,default,242.480,_mol/L,27.323,¡C,1025.000,hPa,Humid,0,1,0,21.058,111850,272123.86,57.56,49.20,#N/A
2087328,1-8-18 19:09:56,0.252,OXY8 (PSt7-10),27-6-18 9:57:01,default,242.482,_mol/L,27.329,¡C,1025.000,hPa,Humid,0,1,0,21.056,111852,272118.77,57.56,49.20,#N/A
2087338,1-8-18 19:09:57,0.268,OXY8 (PSt7-10),27-6-18 9:57:01,default,242.401,_mol/L,27.341,¡C,1025.000,hPa,Humid,0,1,0,21.056,111858,272105.42,57.56,49.20,#N/A
2087342,1-8-18 19:09:58,0.285,OXY8 (PSt7-10),27-6-18 9:57:01,default,242.417,_mol/L,27.329,¡C,1025.000,hPa,Humid,0,1,0,21.059,111839,272104.57,57.56,49.20,#N/A
2087356,1-8-18 19:09:59,0.301,OXY8 (PSt7-10),27-6-18 9:57:01,default,242.420,_mol/L,27.335,¡C,1025.000,hPa,Humid,0,1,0,21.057,111837,272102.47,57.56,49.20,#N/A
2087363,1-8-18 19:10:00,0.318,OXY8 (PSt7-10),27-6-18 9:57:01,default,242.504,_mol/L,27.329,¡C,1025.000,hPa,Humid,0,1,0,21.055,111835,272099.56,57.56,49.20,#N/A
2087376,1-8-18 19:10:01,0.335,OXY8 (PSt7-10),27-6-18 9:57:01,default,242.506,_mol/L,27.335,¡C,1025.000,hPa,Humid,0,1,0,21.053,111844,272101.30,57.56,49.20,#N/A
2087379,1-8-18 19:10:02,0.351,OXY8 (PSt7-10),27-6-18 9:57:01,default,242.482,_mol/L,27.329,¡C,1025.000,hPa,Humid,0,1,0,21.056,111835,272083.22,57.56,49.20,#N/A
2087387,1-8-18 19:10:03,0.368,OXY8 (PSt7-10),27-6-18 9:57:01,default,242.504,_mol/L,27.329,¡C,1025.000,hPa,Humid,0,1,0,21.055,111834,272087.99,57.56,49.20,#N/A
2087403,1-8-18 19:10:04,0.385,OXY8 (PSt7-10),27-6-18 9:57:01,default,242.420,_mol/L,27.335,¡C,1025.000,hPa,Humid,0,1,0,21.057,111836,272084.28,57.56,49.20,#N/A
2087410,1-8-18 19:10:05,0.401,OXY8 (PSt7-10),27-6-18 9:57:01,default,242.439,_mol/L,27.329,¡C,1025.000,hPa,Humid,0,1,0,21.058,111827,272075.84,57.56,49.20,#N/A
2087419,1-8-18 19:10:06,0.418,OXY8 (PSt7-10),27-6-18 9:57:01,default,242.420,_mol/L,27.335,¡C,1025.000,hPa,Humid,0,1,0,21.057,111823,272067.98,57.56,49.20,#N/A
2087423,1-8-18 19:10:07,0.435,OXY8 (PSt7-10),27-6-18 9:57:01,default,242.566,_mol/L,27.323,¡C,1025.000,hPa,Humid,0,1,0,21.054,111820,272059.70,57.56,49.20,#N/A
2087439,1-8-18 19:10:08,0.452,OXY8 (PSt7-10),27-6-18 9:57:01,default,242.417,_mol/L,27.329,¡C,1025.000,hPa,Humid,0,1,0,21.059,111818,272062.49,57.56,49.20,#N/A
2087447,1-8-18 19:10:09,0.468,OXY8 (PSt7-10),27-6-18 9:57:01,default,242.460,_mol/L,27.329,¡C,1025.000,hPa,Humid,0,1,0,21.057,111817,272064.93,57.56,49.20,#N/A
2087457,1-8-18 19:10:10,0.485,OXY8 (PSt7-10),27-6-18 9:57:01,default,242.484,_mol/L,27.335,¡C,1025.000,hPa,Humid,0,1,0,21.054,111814,272066.06,57.56,49.20,#N/A
2087462,1-8-18 19:10:11,0.502,OXY8 (PSt7-10),27-6-18 9:57:01,default,242.482,_mol/L,27.329,¡C,1025.000,hPa,Humid,0,1,0,21.056,111813,272052.09,57.56,49.20,#N/A
2087467,1-8-18 19:10:12,0.518,OXY8 (PSt7-10),27-6-18 9:57:01,default,242.484,_mol/L,27.335,¡C,1025.000,hPa,Humid,0,1,0,21.054,111802,272054.29,57.56,49.20,#N/A
2087480,1-8-18 19:10:13,0.535,OXY8 (PSt7-10),27-6-18 9:57:01,default,242.484,_mol/L,27.335,¡C,1025.000,hPa,Humid,0,1,0,21.054,111801,272052.40,57.56,49.20,#N/A
2087490,1-8-18 19:10:14,0.551,OXY8 (PSt7-10),27-6-18 9:57:01,default,242.441,_mol/L,27.335,¡C,1025.000,hPa,Humid,0,1,0,21.056,111803,272052.58,57.56,49.20,#N/A
2087499,1-8-18 19:10:15,0.568,OXY8 (PSt7-10),27-6-18 9:57:01,default,242.463,_mol/L,27.335,¡C,1025.000,hPa,Humid,0,1,0,21.055,111806,272050.71,57.56,49.20,#N/A
2087507,1-8-18 19:10:16,0.585,OXY8 (PSt7-10),27-6-18 9:57:01,default,242.484,_mol/L,27.335,¡C,1025.000,hPa,Humid,0,1,0,21.054,111799,272044.44,57.56,49.20,#N/A
2087513,1-8-18 19:10:17,0.601,OXY8 (PSt7-10),27-6-18 9:57:01,default,242.525,_mol/L,27.329,¡C,1025.000,hPa,Humid,0,1,0,21.054,111778,272041.73,57.56,49.20,#N/A
