Id,Date,Delta T [min],Sensor,Calibration,User,Oxygen,Oxygen Unit,Temperature,Temperature Unit,Pressure,Pressure Unit,Mode,Salinity [pmil],User Signal Intensity,Error,Phase [¡],Amplitude [µV],Reference Amplitude [µV],Signal LED Current,Reference LED Current,Battery [V]
2021066,1-8-18 15:59:30,0.000,OXY3 (PSt7-10),27-6-18 9:55:59,default,184.971,_mol/L,27.147,¡C,1025.000,hPa,Humid,36,1,0,21.715,119822,283778.80,60.72,36.00,#N/A
2021067,1-8-18 15:59:31,0.009,OXY3 (PSt7-10),27-6-18 9:55:59,default,184.989,_mol/L,27.141,¡C,1025.000,hPa,Humid,36,1,0,21.716,119763,283661.41,60.72,36.00,#N/A
2021070,1-8-18 15:59:32,0.026,OXY3 (PSt7-10),27-6-18 9:55:59,default,184.939,_mol/L,27.147,¡C,1025.000,hPa,Humid,36,1,0,21.717,119755,283614.31,60.72,36.00,#N/A
2021076,1-8-18 15:59:33,0.042,OXY3 (PSt7-10),27-6-18 9:55:59,default,184.906,_mol/L,27.147,¡C,1025.000,hPa,Humid,36,1,0,21.719,119747,283583.87,60.72,36.00,#N/A
2021079,1-8-18 15:59:34,0.060,OXY3 (PSt7-10),27-6-18 9:55:59,default,184.922,_mol/L,27.147,¡C,1025.000,hPa,Humid,36,1,0,21.718,119739,283554.05,60.72,36.00,#N/A
2021084,1-8-18 15:59:35,0.076,OXY3 (PSt7-10),27-6-18 9:55:59,default,184.972,_mol/L,27.141,¡C,1025.000,hPa,Humid,36,1,0,21.717,119730,283516.33,60.72,36.00,#N/A
2021088,1-8-18 15:59:36,0.093,OXY3 (PSt7-10),27-6-18 9:55:59,default,185.006,_mol/L,27.135,¡C,1025.000,hPa,Humid,36,1,0,21.717,119714,283507.52,60.72,36.00,#N/A
2021095,1-8-18 15:59:37,0.109,OXY3 (PSt7-10),27-6-18 9:55:59,default,184.922,_mol/L,27.147,¡C,1025.000,hPa,Humid,36,1,0,21.718,119714,283508.56,60.72,36.00,#N/A
2021102,1-8-18 15:59:38,0.126,OXY3 (PSt7-10),27-6-18 9:55:59,default,184.874,_mol/L,27.147,¡C,1025.000,hPa,Humid,36,1,0,21.721,119712,283488.60,60.72,36.00,#N/A
2021107,1-8-18 15:59:39,0.142,OXY3 (PSt7-10),27-6-18 9:55:59,default,184.922,_mol/L,27.147,¡C,1025.000,hPa,Humid,36,1,0,21.718,119708,283476.62,60.72,36.00,#N/A
2021114,1-8-18 15:59:40,0.159,OXY3 (PSt7-10),27-6-18 9:55:59,default,184.858,_mol/L,27.147,¡C,1025.000,hPa,Humid,36,1,0,21.722,119697,283450.92,60.72,36.00,#N/A
2021121,1-8-18 15:59:41,0.176,OXY3 (PSt7-10),27-6-18 9:55:59,default,184.922,_mol/L,27.147,¡C,1025.000,hPa,Humid,36,1,0,21.718,119693,283443.44,60.72,36.00,#N/A
2021128,1-8-18 15:59:42,0.193,OXY3 (PSt7-10),27-6-18 9:55:59,default,184.875,_mol/L,27.141,¡C,1025.000,hPa,Humid,36,1,0,21.723,119690,283442.73,60.72,36.00,#N/A
2021132,1-8-18 15:59:43,0.209,OXY3 (PSt7-10),27-6-18 9:55:59,default,184.859,_mol/L,27.141,¡C,1025.000,hPa,Humid,36,1,0,21.724,119682,283415.34,60.72,36.00,#N/A
2021142,1-8-18 15:59:44,0.226,OXY3 (PSt7-10),27-6-18 9:55:59,default,184.859,_mol/L,27.141,¡C,1025.000,hPa,Humid,36,1,0,21.724,119680,283413.45,60.72,36.00,#N/A
2021150,1-8-18 15:59:45,0.243,OXY3 (PSt7-10),27-6-18 9:55:59,default,184.874,_mol/L,27.147,¡C,1025.000,hPa,Humid,36,1,0,21.721,119682,283409.41,60.72,36.00,#N/A
2021157,1-8-18 15:59:46,0.259,OXY3 (PSt7-10),27-6-18 9:55:59,default,184.875,_mol/L,27.141,¡C,1025.000,hPa,Humid,36,1,0,21.723,119673,283399.87,60.72,36.00,#N/A
2021162,1-8-18 15:59:47,0.275,OXY3 (PSt7-10),27-6-18 9:55:59,default,184.825,_mol/L,27.147,¡C,1025.000,hPa,Humid,36,1,0,21.724,119662,283390.44,60.72,36.00,#N/A
2021175,1-8-18 15:59:48,0.292,OXY3 (PSt7-10),27-6-18 9:55:59,default,184.858,_mol/L,27.147,¡C,1025.000,hPa,Humid,36,1,0,21.722,119673,283383.76,60.72,36.00,#N/A
