Id,Date,Delta T [min],Sensor,Calibration,User,Oxygen,Oxygen Unit,Temperature,Temperature Unit,Pressure,Pressure Unit,Mode,Salinity [pmil],User Signal Intensity,Error,Phase [¡],Amplitude [µV],Reference Amplitude [µV],Signal LED Current,Reference LED Current,Battery [V]
2021115,1-8-18 15:59:40,0.000,OXY7 (PSt7-10),27-6-18 9:56:50,default,244.541,_mol/L,27.234,¡C,1025.000,hPa,Humid,0,1,0,21.009,105132,257986.09,56.77,50.30,#N/A
2021122,1-8-18 15:59:42,0.022,OXY7 (PSt7-10),27-6-18 9:56:50,default,244.560,_mol/L,27.228,¡C,1025.000,hPa,Humid,0,1,0,21.010,105107,257949.93,56.77,50.30,#N/A
2021129,1-8-18 15:59:43,0.038,OXY7 (PSt7-10),27-6-18 9:56:50,default,244.519,_mol/L,27.234,¡C,1025.000,hPa,Humid,0,1,0,21.010,105071,257920.50,56.77,50.30,#N/A
2021139,1-8-18 15:59:44,0.055,OXY7 (PSt7-10),27-6-18 9:56:50,default,244.473,_mol/L,27.228,¡C,1025.000,hPa,Humid,0,1,0,21.014,105055,257899.67,56.77,50.30,#N/A
2021145,1-8-18 15:59:45,0.072,OXY7 (PSt7-10),27-6-18 9:56:50,default,244.582,_mol/L,27.228,¡C,1025.000,hPa,Humid,0,1,0,21.009,105027,257876.28,56.77,50.30,#N/A
2021151,1-8-18 15:59:46,0.088,OXY7 (PSt7-10),27-6-18 9:56:50,default,244.432,_mol/L,27.234,¡C,1025.000,hPa,Humid,0,1,0,21.014,105038,257881.02,56.77,50.30,#N/A
2021165,1-8-18 15:59:47,0.105,OXY7 (PSt7-10),27-6-18 9:56:50,default,244.367,_mol/L,27.234,¡C,1025.000,hPa,Humid,0,1,0,21.017,104853,257864.40,56.77,50.30,#N/A
2021169,1-8-18 15:59:48,0.121,OXY7 (PSt7-10),27-6-18 9:56:50,default,244.497,_mol/L,27.234,¡C,1025.000,hPa,Humid,0,1,0,21.011,104857,257861.04,56.77,50.30,#N/A
2021179,1-8-18 15:59:49,0.138,OXY7 (PSt7-10),27-6-18 9:56:50,default,244.454,_mol/L,27.234,¡C,1025.000,hPa,Humid,0,1,0,21.013,104847,257855.45,56.77,50.30,#N/A
2021191,1-8-18 15:59:50,0.155,OXY7 (PSt7-10),27-6-18 9:56:50,default,244.432,_mol/L,27.234,¡C,1025.000,hPa,Humid,0,1,0,21.014,104830,257851.37,56.77,50.30,#N/A
