Id,Date,Delta T [min],Sensor,Calibration,User,Oxygen,Oxygen Unit,Temperature,Temperature Unit,Pressure,Pressure Unit,Mode,Salinity [pmil],User Signal Intensity,Error,Phase [¡],Amplitude [µV],Reference Amplitude [µV],Signal LED Current,Reference LED Current,Battery [V]
1985138,1-8-18 14:05:17,0.000,OXY8 (PSt7-10),27-6-18 9:57:01,default,232.652,_mol/L,27.293,¡C,1027.000,hPa,Humid,0,1,0,21.536,114912,273093.00,57.56,49.20,#N/A
1985153,1-8-18 14:05:19,0.024,OXY8 (PSt7-10),27-6-18 9:57:01,default,232.591,_mol/L,27.293,¡C,1027.000,hPa,Humid,0,1,0,21.539,114895,273045.64,57.56,49.20,#N/A
1985161,1-8-18 14:05:20,0.040,OXY8 (PSt7-10),27-6-18 9:57:01,default,232.650,_mol/L,27.286,¡C,1027.000,hPa,Humid,0,1,0,21.538,114864,272985.68,57.56,49.20,#N/A
1985167,1-8-18 14:05:21,0.057,OXY8 (PSt7-10),27-6-18 9:57:01,default,232.710,_mol/L,27.280,¡C,1027.000,hPa,Humid,0,1,0,21.537,114849,272961.96,57.56,49.20,#N/A
1985176,1-8-18 14:05:22,0.073,OXY8 (PSt7-10),27-6-18 9:57:01,default,232.689,_mol/L,27.280,¡C,1027.000,hPa,Humid,0,1,0,21.538,114841,272936.50,57.56,49.20,#N/A
1985187,1-8-18 14:05:23,0.090,OXY8 (PSt7-10),27-6-18 9:57:01,default,232.630,_mol/L,27.286,¡C,1027.000,hPa,Humid,0,1,0,21.539,114838,272898.97,57.56,49.20,#N/A
1985197,1-8-18 14:05:24,0.108,OXY8 (PSt7-10),27-6-18 9:57:01,default,232.669,_mol/L,27.280,¡C,1027.000,hPa,Humid,0,1,0,21.539,114827,272887.38,57.56,49.20,#N/A
1985202,1-8-18 14:05:25,0.123,OXY8 (PSt7-10),27-6-18 9:57:01,default,232.671,_mol/L,27.286,¡C,1027.000,hPa,Humid,0,1,0,21.537,114826,272873.42,57.56,49.20,#N/A
1985208,1-8-18 14:05:26,0.140,OXY8 (PSt7-10),27-6-18 9:57:01,default,232.650,_mol/L,27.286,¡C,1027.000,hPa,Humid,0,1,0,21.538,114818,272858.33,57.56,49.20,#N/A
1985224,1-8-18 14:05:27,0.157,OXY8 (PSt7-10),27-6-18 9:57:01,default,232.650,_mol/L,27.286,¡C,1027.000,hPa,Humid,0,1,0,21.538,114819,272863.38,57.56,49.20,#N/A
1985234,1-8-18 14:05:28,0.174,OXY8 (PSt7-10),27-6-18 9:57:01,default,232.751,_mol/L,27.280,¡C,1027.000,hPa,Humid,0,1,0,21.535,114810,272848.63,57.56,49.20,#N/A
1985243,1-8-18 14:05:29,0.190,OXY8 (PSt7-10),27-6-18 9:57:01,default,232.710,_mol/L,27.280,¡C,1027.000,hPa,Humid,0,1,0,21.537,114813,272845.46,57.56,49.20,#N/A
1985253,1-8-18 14:05:30,0.207,OXY8 (PSt7-10),27-6-18 9:57:01,default,232.710,_mol/L,27.280,¡C,1027.000,hPa,Humid,0,1,0,21.537,114819,272831.83,57.56,49.20,#N/A
1985265,1-8-18 14:05:31,0.224,OXY8 (PSt7-10),27-6-18 9:57:01,default,232.691,_mol/L,27.286,¡C,1027.000,hPa,Humid,0,1,0,21.536,114811,272830.35,57.56,49.20,#N/A
1985268,1-8-18 14:05:32,0.240,OXY8 (PSt7-10),27-6-18 9:57:01,default,232.630,_mol/L,27.286,¡C,1027.000,hPa,Humid,0,1,0,21.539,114809,272814.11,57.56,49.20,#N/A
1985277,1-8-18 14:05:33,0.256,OXY8 (PSt7-10),27-6-18 9:57:01,default,232.650,_mol/L,27.286,¡C,1027.000,hPa,Humid,0,1,0,21.538,114809,272813.06,57.56,49.20,#N/A
1985288,1-8-18 14:05:34,0.273,OXY8 (PSt7-10),27-6-18 9:57:01,default,232.691,_mol/L,27.286,¡C,1027.000,hPa,Humid,0,1,0,21.536,114807,272803.59,57.56,49.20,#N/A
1985306,1-8-18 14:05:35,0.290,OXY8 (PSt7-10),27-6-18 9:57:01,default,232.669,_mol/L,27.280,¡C,1027.000,hPa,Humid,0,1,0,21.539,114801,272803.64,57.56,49.20,#N/A
1985313,1-8-18 14:05:36,0.307,OXY8 (PSt7-10),27-6-18 9:57:01,default,232.609,_mol/L,27.286,¡C,1027.000,hPa,Humid,0,1,0,21.540,114792,272792.60,57.56,49.20,#N/A
1985322,1-8-18 14:05:37,0.324,OXY8 (PSt7-10),27-6-18 9:57:01,default,232.529,_mol/L,27.293,¡C,1027.000,hPa,Humid,0,1,0,21.542,114790,272790.69,57.56,49.20,#N/A
1985332,1-8-18 14:05:38,0.340,OXY8 (PSt7-10),27-6-18 9:57:01,default,232.630,_mol/L,27.286,¡C,1027.000,hPa,Humid,0,1,0,21.539,114796,272784.68,57.56,49.20,#N/A
1985343,1-8-18 14:05:39,0.357,OXY8 (PSt7-10),27-6-18 9:57:01,default,232.671,_mol/L,27.286,¡C,1027.000,hPa,Humid,0,1,0,21.537,114793,272783.89,57.56,49.20,#N/A
