Id,Date,Delta T [min],Sensor,Calibration,User,Oxygen,Oxygen Unit,Temperature,Temperature Unit,Pressure,Pressure Unit,Mode,Salinity [pmil],User Signal Intensity,Error,Phase [¡],Amplitude [µV],Reference Amplitude [µV],Signal LED Current,Reference LED Current,Battery [V]
2087145,1-8-18 19:09:30,0.000,OXY2 (PSt7-10),27-6-18 9:55:47,default,200.633,_mol/L,26.904,¡C,1025.000,hPa,Humid,36,0,0,20.859,115902,219702.04,26.25,55.30,#N/A
2087148,1-8-18 19:09:32,0.018,OXY2 (PSt7-10),27-6-18 9:55:47,default,200.597,_mol/L,26.898,¡C,1025.000,hPa,Humid,36,0,0,20.863,115862,219660.47,26.25,55.30,#N/A
2087152,1-8-18 19:09:33,0.035,OXY2 (PSt7-10),27-6-18 9:55:47,default,200.705,_mol/L,26.892,¡C,1025.000,hPa,Humid,36,0,0,20.859,115849,219639.54,26.25,55.30,#N/A
2087155,1-8-18 19:09:34,0.051,OXY2 (PSt7-10),27-6-18 9:55:47,default,200.669,_mol/L,26.898,¡C,1025.000,hPa,Humid,36,0,0,20.859,115839,219614.83,26.25,55.30,#N/A
2087159,1-8-18 19:09:35,0.068,OXY2 (PSt7-10),27-6-18 9:55:47,default,200.543,_mol/L,26.904,¡C,1025.000,hPa,Humid,36,0,0,20.864,115826,219598.37,26.25,55.30,#N/A
2087166,1-8-18 19:09:36,0.085,OXY2 (PSt7-10),27-6-18 9:55:47,default,200.633,_mol/L,26.898,¡C,1025.000,hPa,Humid,36,0,0,20.861,115822,219601.34,26.25,55.30,#N/A
2087167,1-8-18 19:09:37,0.101,OXY2 (PSt7-10),27-6-18 9:55:47,default,200.633,_mol/L,26.904,¡C,1025.000,hPa,Humid,36,0,0,20.859,115829,219587.99,26.25,55.30,#N/A
2087175,1-8-18 19:09:38,0.117,OXY2 (PSt7-10),27-6-18 9:55:47,default,200.579,_mol/L,26.904,¡C,1025.000,hPa,Humid,36,0,0,20.862,115822,219592.69,26.25,55.30,#N/A
2087183,1-8-18 19:09:39,0.134,OXY2 (PSt7-10),27-6-18 9:55:47,default,200.633,_mol/L,26.898,¡C,1025.000,hPa,Humid,36,0,0,20.861,115812,219592.04,26.25,55.30,#N/A
2087191,1-8-18 19:09:40,0.151,OXY2 (PSt7-10),27-6-18 9:55:47,default,200.687,_mol/L,26.898,¡C,1025.000,hPa,Humid,36,0,0,20.858,115813,219587.78,26.25,55.30,#N/A
2087197,1-8-18 19:09:41,0.168,OXY2 (PSt7-10),27-6-18 9:55:47,default,200.652,_mol/L,26.892,¡C,1025.000,hPa,Humid,36,0,0,20.862,115801,219584.40,26.25,55.30,#N/A
2087208,1-8-18 19:09:42,0.184,OXY2 (PSt7-10),27-6-18 9:55:47,default,200.669,_mol/L,26.898,¡C,1025.000,hPa,Humid,36,0,0,20.859,115804,219578.57,26.25,55.30,#N/A
2087211,1-8-18 19:09:43,0.201,OXY2 (PSt7-10),27-6-18 9:55:47,default,200.579,_mol/L,26.904,¡C,1025.000,hPa,Humid,36,0,0,20.862,115804,219583.72,26.25,55.30,#N/A
2087221,1-8-18 19:09:44,0.218,OXY2 (PSt7-10),27-6-18 9:55:47,default,200.597,_mol/L,26.904,¡C,1025.000,hPa,Humid,36,0,0,20.861,115801,219577.13,26.25,55.30,#N/A
2087225,1-8-18 19:09:45,0.234,OXY2 (PSt7-10),27-6-18 9:55:47,default,200.579,_mol/L,26.911,¡C,1025.000,hPa,Humid,36,0,0,20.860,115795,219577.23,26.25,55.30,#N/A
2087241,1-8-18 19:09:46,0.251,OXY2 (PSt7-10),27-6-18 9:55:47,default,200.687,_mol/L,26.904,¡C,1025.000,hPa,Humid,36,0,0,20.856,115803,219578.66,26.25,55.30,#N/A
2087248,1-8-18 19:09:47,0.268,OXY2 (PSt7-10),27-6-18 9:55:47,default,200.543,_mol/L,26.904,¡C,1025.000,hPa,Humid,36,0,0,20.864,115799,219576.52,26.25,55.30,#N/A
2087256,1-8-18 19:09:48,0.284,OXY2 (PSt7-10),27-6-18 9:55:47,default,200.579,_mol/L,26.898,¡C,1025.000,hPa,Humid,36,0,0,20.864,115796,219569.61,26.25,55.30,#N/A
2087263,1-8-18 19:09:49,0.301,OXY2 (PSt7-10),27-6-18 9:55:47,default,200.561,_mol/L,26.904,¡C,1025.000,hPa,Humid,36,0,0,20.863,115793,219573.87,26.25,55.30,#N/A
2087269,1-8-18 19:09:50,0.317,OXY2 (PSt7-10),27-6-18 9:55:47,default,200.579,_mol/L,26.898,¡C,1025.000,hPa,Humid,36,0,0,20.864,115793,219567.32,26.25,55.30,#N/A
2087278,1-8-18 19:09:51,0.334,OXY2 (PSt7-10),27-6-18 9:55:47,default,200.561,_mol/L,26.904,¡C,1025.000,hPa,Humid,36,0,0,20.863,115784,219571.46,26.25,55.30,#N/A
