Id,Date,Delta T [min],Sensor,Calibration,User,Oxygen,Oxygen Unit,Temperature,Temperature Unit,Pressure,Pressure Unit,Mode,Salinity [pmil],User Signal Intensity,Error,Phase [¡],Amplitude [µV],Reference Amplitude [µV],Signal LED Current,Reference LED Current,Battery [V]
1880574,31/7/18 18:07:57,0.000,OXY5 (PSt7-10),27/6/18 9:56:24,default,166.802,_mol/L,26.171,¡C,1026.000,hPa,Humid,36,0,0,23.266,119656,388753.59,28.35,51.60,#N/A
1880582,31/7/18 18:07:59,0.018,OXY5 (PSt7-10),27/6/18 9:56:24,default,166.799,_mol/L,26.183,¡C,1026.000,hPa,Humid,36,0,0,23.262,119617,388664.17,28.35,51.60,#N/A
1880588,31/7/18 18:08:00,0.035,OXY5 (PSt7-10),27/6/18 9:56:24,default,166.738,_mol/L,26.177,¡C,1025.000,hPa,Humid,36,0,0,23.268,119596,388620.69,28.35,51.60,#N/A
1880591,31/7/18 18:08:01,0.051,OXY5 (PSt7-10),27/6/18 9:56:24,default,166.788,_mol/L,26.171,¡C,1026.000,hPa,Humid,36,0,0,23.267,119589,388588.27,28.35,51.60,#N/A
1880599,31/7/18 18:08:02,0.068,OXY5 (PSt7-10),27/6/18 9:56:24,default,166.767,_mol/L,26.177,¡C,1025.000,hPa,Humid,36,0,0,23.266,119578,388580.65,28.35,51.60,#N/A
1880603,31/7/18 18:08:03,0.084,OXY5 (PSt7-10),27/6/18 9:56:24,default,166.742,_mol/L,26.183,¡C,1026.000,hPa,Humid,36,0,0,23.266,119566,388566.96,28.35,51.60,#N/A
1880612,31/7/18 18:08:04,0.101,OXY5 (PSt7-10),27/6/18 9:56:24,default,166.753,_mol/L,26.177,¡C,1025.000,hPa,Humid,36,0,0,23.267,119577,388556.76,28.35,51.60,#N/A
1880615,31/7/18 18:08:05,0.117,OXY5 (PSt7-10),27/6/18 9:56:24,default,166.671,_mol/L,26.183,¡C,1026.000,hPa,Humid,36,0,0,23.271,119560,388535.87,28.35,51.60,#N/A
1880621,31/7/18 18:08:06,0.134,OXY5 (PSt7-10),27/6/18 9:56:24,default,166.730,_mol/L,26.177,¡C,1026.000,hPa,Humid,36,0,0,23.269,119543,388532.91,28.35,51.60,#N/A
1880628,31/7/18 18:08:07,0.151,OXY5 (PSt7-10),27/6/18 9:56:24,default,166.671,_mol/L,26.183,¡C,1026.000,hPa,Humid,36,0,0,23.271,119551,388530.41,28.35,51.60,#N/A
